readId	equalMatches
131:642|b6411288-b2f4-43f1-9bf7-a7559b2e71e8	1
111:616|2fba5c24-0e52-468b-85c1-eca260c72d87	1
137:1046|cd0f613d-86fe-401f-9c8d-2124b767159e	1
123:637|f8ee0cf6-b7c2-4c83-ba05-99b999a3d04f	1
128:635|f32ce44f-e184-4586-a11b-71e546e327a0	1
133:637|5b4ac518-1d82-42da-b892-a0edacd22ea0	1
133:671|3f3f9598-3fea-4490-aa36-0e4fe702c8de	1
135:695|9028c309-2cdb-4c14-a879-cf57d74a7b0e	1
130:713|58573633-18bc-4633-a9e9-35e1ed7f5149	1
137:657|6aa05daf-41bb-4e15-9cd5-5b1d5b531a9d	1
130:639|548dfd9e-607a-41d3-9ecb-f8849c329258	1
132:731|c375b3c1-4961-4072-87c3-7d9a0afd44b6	2
138:716|82f77276-04a3-4d28-a5cf-fec68c218e18	2
124:306|81a7ee0d-a574-4cf8-b11a-ec8b4b2e2e5f	4
121:300|b13697fc-d813-49c9-90c2-24f32f388a83	4
128:544|ffd69a31-b662-452d-aca6-bf9b3fddeede	4
135:799|28101a07-5837-4ee2-a7d0-c7b16d3585c4	5
138:398|d690af20-ecc3-459f-863c-37e47ca32490	4
132:410|923b5b84-df11-4904-85eb-84aab69ee871	4
135:746|8da6f7e0-2a16-44f6-8560-4d6204c1b0b2	5
140:379|377c97e1-e678-412c-ba7d-b848a1a9bf06	4
127:397|367386d5-9a51-46f7-8d41-70d9865c540d	4
139:801|19fec14f-7fb6-4f4c-81f6-da55a08b7424	5
144:410|760fe20e-1412-4cbe-b0b9-90a7052e0db0	4
136:337|40ecbae7-a0ad-4c8a-bc69-c9f027c6b777	4
136:428|a55c2497-e51a-423a-9814-ea429587372c	4
148:325|2fe8a02b-0f8e-4f4b-be51-7aee787f0a2a	4
135:425|a93382d4-c7f7-40bf-80c6-ab64aa067c63	4
141:699|1c2ba29a-bbec-4892-b7e1-ee25ef7f049b	5
130:388|67ef70d0-60d9-4f7e-ad04-3a57a1d8f780	4
136:372|26b49628-1b3e-49d6-a134-ce6bea14326e	4
138:774|374b120e-cb6a-4a31-9373-98761fbfa43f	5
133:270|db7fbc29-159f-4027-afc5-9bc3454702cc	4
136:770|b79e31ea-8d6e-4f44-9d57-18e7715eed33	5
131:570|e7e71e17-a4c5-4a6d-a810-f8f6b366236f	4
126:749|51164762-945a-4479-a338-39f45b6d91bb	5
127:383|e8466623-1e8a-4dd5-8e43-644300cfaade	4
129:298|794a2ed1-0cdc-472d-b090-50702b162ed0	4
125:583|c15efefc-7e46-4c7d-af7e-55051f6824c9	4
112:411|91d0fc9a-bd16-4d95-88ce-b326e6ce4e51	4
133:408|3f38e5b0-c010-4800-a6ff-3086ad3c3025	4
133:413|b4e60135-66e4-4e63-b7bb-dc004ccfee1c	4
135:412|216bc548-cda5-44fa-b9bb-5f4d7122191f	4
125:401|f6501379-49c2-49f5-97fb-076d6877c5b6	4
138:389|876efe19-4d83-4fe4-8315-a6bfb91c1580	4
128:691|f64910af-9b04-457c-8604-f4f0a2c8c51a	5
132:365|f10d2a4a-415a-4bf6-90b7-432d5590625b	4
119:506|c55bb7ef-089b-49be-aaa2-34a3d6d3cff7	4
133:497|43a6d3d3-9352-4417-b629-9868f8379dd8	4
134:417|bea0b288-cf1d-4afc-9626-481b5adf71ac	1946
133:407|a54d71f6-52a4-4f10-ac54-34c0fae89887	1946
129:399|7307a8c2-9c4f-453b-850a-29c9159e3394	1946
130:356|16aff689-a642-459f-8e41-e9c7037dd2c9	1946
140:343|68d503f8-f694-4069-818f-10623285cce2	1946
144:354|117c3571-25a8-4747-814f-e7e743f530c9	1946
106:302|6d53d2aa-c958-4d33-af3c-9e11cd40afd4	1946
124:306|a7356148-fa23-4268-a846-27b6f8d1ec0e	1946
123:330|b43e77fa-409b-49d5-b612-97f5b071b35e	1946
132:367|4d455d6b-dbe4-4696-8d49-616bc10a0e6b	1946
162:407|455a7ebe-1b10-4511-bfa7-d8d4b90a1bd8	1946
137:343|56f48185-ee63-46ab-a699-cf27fbed81b4	1946
132:524|81eb8709-a19d-4261-8202-882db7502c61	6
130:512|884d7433-cf7a-417d-84c9-a0693814ed7c	6
139:502|e80067b2-3663-4a87-bf44-d14fd0c9b1c5	6
136:477|47e9c4f5-fd47-4085-9ef3-df2837447e8a	6
129:492|957ce6f1-e03b-4174-a35f-185ac76cd099	6
136:479|aa101f37-3ff7-4d28-a088-a8f6adf8520e	6
143:528|410c25d5-2a57-4e59-9a51-7db5924ef099	6
129:478|80fb072c-c6b5-4b48-beea-5c13ea542f74	6
145:504|0e7d33c4-a32a-42c9-ad91-42650bdca095	6
137:478|835abafc-0ec6-4123-88da-f777f78c0f16	6
120:458|f49db24f-85f2-4422-999b-f61c88ad314c	6
128:516|2b1a1e89-fcc9-4864-8343-fcedd2399799	6
126:489|fa59292e-9a76-480e-8f4c-44e149057426	6
121:490|f676b286-33d0-417d-9ba6-bca971b59ce9	6
137:511|7d9a23a9-2834-491c-936b-4538047a367b	6
151:517|9944b3e1-3bb3-43d8-9e35-a8a6ad87db0e	6
134:488|72835a56-dc5a-4a83-87a2-4bbb6fd3f800	2451
109:386|9a6f4ce6-2bf2-4341-9868-63ab1bc353ad	2451
141:451|7fb0e431-eaec-4fe3-8509-61e6d9f3a704	2451
128:459|b5c1bd50-2c5c-4ee2-ba02-1e59edbdb425	2451
130:442|5826158f-df62-4896-b2cc-07bcf4fbc64a	2451
134:503|7bfb36ed-8926-4d00-862a-4dc06f736091	9
129:400|d73717bc-be45-4cad-95f0-19348a48fd67	9
112:492|85a5d27c-0450-448d-bad1-8c0a61a808b4	9
130:400|27d748b0-7275-4134-9977-ccdabd1524ae	9
146:406|35a3b871-5ece-4fd7-9457-342a4f34241b	9
143:473|b0c6b712-be89-4ffd-9141-bf12e123ce75	10
129:465|88d45973-14c3-442b-b8df-418abece87cc	10
142:464|e1fe9b8c-1867-4a43-b197-bddccf613ca3	10
135:487|cb523540-b7d9-46b8-a157-94594596d91d	10
133:469|63145542-a8b0-4efe-ac5c-2f00964e45f5	10
130:357|da4807d1-4417-4c50-8ec8-6dd2de5d5063	15
138:324|ddbe789f-07d7-469b-94a8-30e29146b154	15
133:1999|741acd1c-b1b8-4cf9-a85d-0e540d093650	1952
107:1887|7def623b-2272-4050-8109-744f81dfafa4	1952
96:1761|f6892dc7-cdfb-4dce-8ec5-de6e0f23a848	1952
88:1750|deabd505-c3fd-4b59-9ffd-48940fc2b3eb	1952
111:1778|12d0b6a9-552a-4bf7-bcca-a8173717a00f	1952
132:1787|9bb8f6d9-8e0a-4c82-ba36-6b71b8bac8ee	1952
276:2064|e45033ca-9efb-407c-81ad-75e5c4f97bd9	1952
103:1506|335821d9-d662-44d5-b9eb-dff27b88315f	1952
115:1515|84557267-5b0e-43b7-a68d-7dfe1cd813da	1952
104:1610|a38ace09-06f9-4f72-a2fc-c0c1eadd7335	2454
103:3092|794735f3-1f54-43ee-9042-810b2b9481df	2454
98:3083|700908e6-e6ca-454b-b627-d8ab0d04cb06	2454
132:1529|2b0fb5c0-6a02-4b91-b91e-60461e2e4bda	2454
113:1263|ee7abde9-984f-4dcb-9f80-26eb5fc65f16	2454
109:1034|cf9d2567-42bd-4888-b004-706efdf613c5	2454
157:1082|7073a3fb-2542-4a39-894c-92299f9f95c4	2454
109:337|5ed42659-c5c6-4c69-905f-c8fefb3c2075	22
128:503|5d807938-b42a-42c0-a995-6cc59de9a725	3162
134:483|da435a67-ed6c-4689-8b9d-32745da9d9e2	3162
132:474|5dd4f29a-87c5-4712-a927-bfff4f7f40bd	3162
123:474|8396f755-4d9c-4a72-8040-126eaa313e55	3162
139:472|ae5f40d0-34a3-44c9-a36c-b8986a7b6b11	3162
125:461|4b89da46-ef22-4ee2-9b38-7ff574ac9375	3162
130:475|8ddb4611-e5a1-44a1-b463-79aeaa17575e	3162
133:445|e500537f-7863-4900-ac98-166a70f5c166	3162
134:445|e7c6d779-8f5f-4abb-89f6-da73d08d2044	3162
134:413|5c7e58dd-d392-43ac-b5c0-aedf6a7e05ef	3162
131:435|5276f243-fe5b-4f7c-8da7-92a9c322feea	3162
112:340|35f25c3d-02dd-4701-a88d-16bbe168aef5	3162
133:345|c500af48-b0a3-4d87-99f9-66078ff757e4	3162
124:398|1dcf0ca5-7ddb-43fa-9e1d-443c4773a90b	3162
142:412|9f018d76-a491-4f20-b793-95b02eaef5b0	3162
157:412|d2a5f575-b7a9-4738-a924-0ebea7e0107b	3162
136:362|706b125f-ccde-4c69-aa18-7b0abd6f27f4	3162
123:298|8909bfc4-54f8-404f-8c08-9372eda818ee	3162
112:299|caeae80b-ea8e-4588-930e-377e7a3076af	3162
137:329|b53e3448-216d-492e-90cc-89e792455945	3162
133:291|581ac545-c012-41b7-956c-5d2d613932de	3162
131:344|cb980e57-0a3a-4b40-92c2-c4be55981283	3162
129:286|5b59d32f-dc6f-4630-bcc7-96a0b9e00fb0	3162
134:297|e501be53-0094-4a3d-9f02-740d60004e40	3162
146:298|6bbf648f-78b9-47d2-8600-4e590df6201c	3162
130:320|f1ffce96-dbba-4f02-8a93-9a93ec804c2a	3162
140:374|67858509-7fd2-4b8d-8be4-5d166ecbd024	3162
129:268|31c5cef6-8ceb-4107-b747-ab9bb031c65c	3162
130:287|b2762b95-721b-4454-a36c-a4714546792c	3162
106:2282|43456a23-372e-49d5-9e03-62e4de8fca10	23
132:2255|02bbdd7d-061d-4387-8ec1-880345270b23	23
131:2311|2273e537-7b51-4c11-884c-8150bd120712	23
136:2355|8b29b42c-b484-42a9-833f-259cc40f71b6	23
136:2334|4eb8eb60-0cc8-4a7d-9dc9-8d96884cd60d	23
126:2250|48ad95e3-09fb-46a7-9ee0-6af9d2083d42	23
140:1873|195110ff-23a4-49f8-ad0d-11d57cfd75b0	23
124:469|b53fec00-397f-42cc-bd1a-307934adbb80	23
118:1188|6783665d-f206-4c6f-b886-65a925708cd0	23
130:1193|0c648c4c-1f2f-400f-aff2-6603c27b2db2	23
106:1143|70867e6d-e33e-4179-ba99-437f6b65bac2	23
134:1216|3810abcb-433b-4714-a803-ce545376a6b9	23
108:1135|563cec1d-e8a2-4098-b908-c5d19ded8e85	23
125:1144|8d01b9bf-90fb-4355-b529-20a2fb348910	23
108:1390|4979ff6a-1d70-4759-8357-211cdf623b94	23
133:1061|d36c3cb2-e7ed-4f9a-933f-5a215bd74cba	23
138:1224|79cc4ecb-dd44-409c-9136-d5464842caed	23
131:1201|94726aaf-741a-45ee-9fb3-c81a87884e07	23
130:1227|dbbcee9c-2145-43b3-9595-ce50bf70d6a8	23
131:481|8d93a82f-3257-4d1d-8750-8823dcb6b47e	23
144:1227|ed7bdabe-e4d0-461c-b211-2f162a6a0070	23
124:1228|1fb830fa-2b6a-49e3-af7e-47fcb3edf27c	23
109:1200|2805987f-ee2c-408a-86f7-deb764bc2bd6	23
128:1203|9eb1ec9d-a07b-4d2d-a244-8b9c33a2f981	23
117:1151|06d43e50-5c24-483e-847d-05fb3eb921be	23
133:1081|6cc677c3-d980-4ddf-a9f4-ce9d0023b832	23
105:1345|c8b97184-977c-4453-9c69-ccf9d9b008b1	23
122:1172|ec4e7b8f-a0f2-49be-b53a-96fe0ce1e397	23
131:1308|f5b78e64-3cec-40e2-8f59-60dbb7cb3595	23
99:2498|09516796-4d68-40e5-8683-dfe2ed87dc70	1955
148:426|56d101b0-f05f-4904-9afa-5ee1aa44930e	2707
111:603|2bcf2dc8-7aa5-46a3-ad11-2d4dfb4007f9	27
106:595|80012165-b49b-4eee-aa41-3f1091cd6b28	27
114:612|23d096a1-6279-41e4-8028-375241f742ec	27
132:613|1c552b98-101e-48a8-a4a0-2d82b44476c8	27
133:484|a1770206-cc31-4836-855e-fa3d5b19151c	28
133:481|84ae0a8b-c8dd-4697-a59c-e2ab660e0547	28
126:475|8e09362a-5066-4e23-98f2-370a78ffed11	28
133:466|ebfc30bb-5ed5-4bc5-88ed-3d1080919a6f	28
138:988|cf2644b6-b39e-4f92-b57d-dab43e1041a1	29
281:1139|196c1060-cd83-4d51-a549-f6e8c3552e48	29
108:973|5a8a0c41-b699-4b2e-a54d-fddcc76c7e83	29
114:968|ebb98c90-e178-4559-8a2f-d44c97682925	29
139:966|c86d15ee-84f8-4982-8833-d9da8f30387e	29
138:932|a7c09860-6108-4da6-85f4-fddf95a34c71	29
111:878|eb272b7d-98e7-41d7-8b15-aafae555eb53	29
110:855|d488d397-102d-4fec-a8cf-77fbea2d29d3	29
109:833|81303529-0793-4103-9af2-fa9a2ed9eb68	29
110:315|51622cc4-6290-4d7b-9edf-566b5b1451a7	30
130:264|9b9fb5c1-2213-4550-9e3a-aace6da23860	30
132:284|9f544543-1c6a-465a-b080-a7996a332f78	30
108:494|c0d69a65-e671-4c20-99af-5ef09735a1ae	34
138:522|06398f40-0bbc-4f23-9cc3-f4055609b668	34
127:507|2bc63e05-265d-4304-9550-073ef7d2bd05	34
137:461|92e8610c-5360-479a-8670-6cf9433e4b8f	34
117:458|0efcf20d-382c-49bd-a151-8fe4c507cb16	34
127:459|122e3077-c17d-4595-bdd7-cb406338ac0c	37
120:448|95f46e52-53ba-466c-8d1b-6de8295ec017	37
139:481|3fdadd3d-a321-4bdb-ac7e-ab1681dc582b	37
116:469|8be713fc-f109-43fe-92b7-7e6a300c6d19	37
127:679|e9488408-ad11-47c4-99c0-031dc58a64ce	39
107:1600|25b1577b-8c9b-41af-ba25-393accda81c3	41
109:1918|2304487e-3041-4914-93d9-128347a01e70	41
127:1876|80932449-cf33-4d45-8590-aed882370eb6	41
114:1532|5ca7ed1f-5a79-48b9-b080-d3ee38320027	41
107:1853|b8fe0a04-fbb2-42bc-9b21-cce7cc177119	41
132:924|0bb1a7f6-24c3-44e0-9275-f86000c2446d	42
133:803|4297ca04-2478-4306-963c-75d10552aa53	42
131:929|4d5b2223-f067-49d1-95c9-3edb9ab0ec64	42
128:531|8e61da0c-131c-41a5-9028-6059269a5901	42
125:822|58e644bc-065f-49e7-8eb7-a78e469eb142	42
130:571|07ef31ab-f21b-4f27-8098-a00add36d34a	42
138:865|17a01a73-f680-4fbb-8c7f-7239908d522f	42
129:537|371a07bb-f362-44d6-9d93-161cbb9c74b8	42
136:392|1336ec8c-b482-487e-9b35-c31b9609d4c3	43
126:383|cd7baa04-2a08-4bb0-8d7f-9d4387229723	43
67:328|839849e4-40dc-4b7c-ae8f-cd3275e3cbb6	43
130:367|eda19642-6433-42d6-9c0c-a24101db8f0f	43
129:352|d5712d9f-48cf-44ae-970e-997618a53f23	43
142:378|b082c437-6893-4db8-a9b3-c2ef98d00691	43
130:311|9e9a513e-265e-4d4a-a46b-3305b5121da6	44
131:342|463291fc-df85-4a1f-adda-23fee6e273f8	43
171:434|354e77e8-06da-466a-95da-866c808dae3e	43
128:360|a6bbf464-ca27-48be-bb78-b3b145daea12	43
160:415|f720082c-d8e7-44b4-986c-dd90c8aa3bf6	43
131:340|f2f355fa-b3fc-4f54-b13e-10486cfe4648	43
129:344|f074cdfd-306b-4f97-b342-2cb7dd59155b	43
141:370|aafcc1cf-3f6a-4499-b6d4-ace0e6297d38	43
130:371|e026cc19-dac6-4e09-87b4-28aeaf09ea7f	43
132:353|3d7575aa-a3b7-4e69-b378-dd6b7c2754ab	43
100:312|b753fe22-2e6a-4f56-8c59-c163132d5a72	43
123:359|cf05427c-1b38-44e9-8008-701bd53c7160	43
127:367|f9661c20-ad65-4ce7-acfd-65eeb731660a	43
129:378|91722cd0-463e-41b5-b1fb-b0b58e0a3e01	43
134:381|6564fa81-2931-4631-8226-2633084f5494	43
124:371|5c705fab-eda1-4f4e-8ec3-628950f66d61	43
134:338|94ef8c60-a567-4b03-b2b0-9c1489450f76	43
137:354|d869b73b-6c07-4d3d-acea-a0d986b9ef96	43
135:347|5600d73f-8128-42ad-b4e4-af620b9b6fa6	43
138:342|7973e374-4156-459a-a59b-58d2c3b9c81e	43
129:351|f3ce63aa-2ec8-4c45-96d4-8d2e1c2e0846	43
132:358|548e359a-9cd5-4663-8bae-2625e28aba44	43
133:329|1663bd5d-cdd6-4c29-86a6-87fcba6a9bd0	43
130:417|24b6a0c8-f4f9-44aa-8dc9-99337a933099	43
153:380|be57f225-f152-41f8-85b2-793d45d184c0	43
124:338|f5b31346-b2b5-417d-9c5a-35e57c64a203	43
127:362|edff7b5c-a0e2-41a4-b65e-f4716d2db8c4	43
140:380|592dd980-a2d4-4bef-aab2-d7f1156d526f	43
128:302|21ba4533-bd98-45f5-b8ad-f7f36ddc0171	43
130:327|2f5c702a-760a-4140-892b-332bea4ec34a	43
136:331|cc09de0b-9405-4ef3-bf59-a43867842148	43
159:352|a334cce2-8a2b-4a91-bc42-1b35f5a01763	43
129:320|a5731e09-65ae-4122-965f-01c8b5d8448b	43
137:322|7205c6db-39e7-4465-8bda-51c31f5eae72	43
129:347|fc617d0f-d26c-4ea0-b35f-45aba2c74637	43
134:412|8e019800-aeb4-4169-b3c3-2510ca0c715e	43
135:381|89cb769d-af6d-48a5-b307-80c35ce4d160	43
125:331|96aead13-50c1-45f7-8986-02f818b070ee	43
138:361|93e01f3d-1ece-4e71-b672-fbb90496dadc	43
132:318|2dfb6794-3cb3-420f-a6bb-1d9377d37b56	43
124:334|9496523f-1049-4c80-b76b-a2caffcf9913	43
2363:2571|f10f036f-5a06-47ba-a5ec-728797903f77	43
136:341|7e7cf073-5a81-4fb5-8204-2b85d766c3cf	43
129:334|acebee74-67ec-422a-a0e7-a1ee808eb353	43
104:307|d7ababa0-0440-45a6-b73f-4e3ba0eff7e6	43
135:351|c0be26bc-e645-4bc7-8abb-c00c3e1f857a	43
128:326|ee446e63-2d8c-4d92-877e-f0ee1859d9c9	43
132:340|a9726db9-6304-43ce-89b3-3315db437fe9	43
134:343|d55bc893-a957-4bc9-8429-363488e3c03e	43
121:309|681ea87e-78ee-4728-8f3b-fc38ab43b306	43
126:317|bbe6490b-af3e-4dd4-be07-bd6c46d50d8f	43
133:329|6ea31d91-719d-41b5-acb6-3dcc7af65423	43
130:332|878ce446-7365-4135-8cef-67c46ad3edf3	43
133:316|0559374a-d14d-459f-b48b-4eddea7b9f6c	43
143:309|34b8e8c0-1a62-4c57-a288-a37004bc2646	43
300:475|23926741-c61d-4447-a585-e8644def8b9a	43
125:275|d5aa4576-5865-4df8-bd8c-373d5a277ce2	43
134:342|3d8f2fbc-7e9a-43ab-b56e-ee47a0b5b798	43
132:300|05495fee-30d3-4e0d-8494-ac7f08c4233d	43
128:296|f5ce9fb1-9c72-4c4c-8a73-12175762789f	43
126:271|6390c3cb-cbeb-4fd0-8a8d-9c2f78aeb69e	43
112:585|5ab87562-f4f3-4b03-a9a7-34467b77f450	3163
136:607|72cecc91-d90e-4f63-ab8d-bbe506116880	3163
122:610|e4e793ac-13e1-4792-a9bb-f1ad3ea7d50f	3163
128:588|f72281d3-38f2-452e-99d8-cf372635e8c3	3163
133:545|fcf8ea00-3a27-4582-b97b-49e0d86cd925	2458
131:567|15e237a4-5898-46e7-9810-b4f34b7e8e58	2458
131:373|efe19f76-06c7-46eb-b951-709e1b502189	45
134:377|15939eac-3605-4b4b-beab-fc81938c4b12	45
128:375|380c7347-cc41-49fc-8499-4ed482ec4147	45
133:376|a0204f84-409f-4b16-804a-5a81bea37603	45
140:387|3c710c44-b443-4632-bf64-e98df51ed02c	45
129:372|1f4f99e0-84fa-40d6-8a4a-23f26e82997d	45
123:308|c27cbb3c-5841-4f72-83c4-8eaec353ef88	45
130:373|1ac19e8f-8362-429c-8901-c8d83a8decf1	45
121:259|7d307289-2a17-4090-92f4-59b7e5bb9cad	45
135:405|af7f2157-6d21-49f4-af45-33fb4ac3eaed	45
131:336|86ed1f6c-e68e-479f-a8f3-37c965e6462f	45
109:1382|36ec43f5-8439-4605-baf3-e5ff56091341	2459
108:2153|6f888c84-7b0f-48d9-a044-48482fc23fa0	2459
100:1363|704ec92d-5043-4eb9-87a9-ddb448e73d16	2459
96:2833|bb6efd93-1cf8-4616-a409-e3486a18ceda	2459
164:985|d45af571-91fd-45e0-97a8-49671d2685f2	2459
132:1520|1522bdc7-bfb7-4008-b094-d929a10a67fd	1957
127:386|8309aeba-638f-4e11-aefc-1c3bbc4b2ed0	1957
137:1528|ca7bc855-92b0-410e-bf6f-56d490243a8e	1957
132:388|a76394d5-dbe1-4b21-a634-e33e8a51aa4a	1957
139:401|f156f5ea-1d77-41e1-a4d6-55221f3e43b5	1957
131:903|7246108c-c553-43da-bd15-c65e83014b25	1957
123:1717|b42dfa80-923a-4f8d-9cc7-ebb0e89df134	1957
113:382|47922c03-6eec-4f9a-b08b-0275ab945a2c	1957
132:1456|fd29fb60-f042-40df-b5d3-bff80f1879d0	1957
137:1567|2f6e372d-104b-4084-9d6d-a8df64a8d43f	1957
130:534|ce326b5c-d50c-4ed6-b63e-57181d47ab6d	48
138:472|9a5d8815-7236-4190-a365-ed2fa2438795	48
126:793|d86a610c-3c07-47c3-916c-deac012862aa	50
139:700|cb559bc3-04ee-4c00-adea-12fa922401a3	51
113:692|18c39b5e-be34-4d19-9e8e-f7ac8e617fb5	51
123:1563|61b8b3d3-6325-4763-bd1a-987ba5879cdb	2933
113:1580|5daf4cad-1a28-4f57-b253-7c5c80bc7f24	2933
134:1088|1634d149-fe20-4d08-995e-432337e0a5bd	2933
106:1084|ec118078-a603-435d-a7a3-d13e7db19b70	2933
114:1076|255775f3-2cca-4830-b651-ae0276cd07c4	2933
105:3576|8603bfe3-f42b-4e30-8100-ca2bf7181e05	2460
125:2753|775e558a-0125-49c8-b93f-80b2b269b91b	64
106:2463|97faaa34-5426-497c-a825-dac70f75311b	64
81:2304|1ac4fae8-4396-4efb-8f6c-bc42a4cfcbe5	64
123:2323|7b03b26e-093b-4c29-8e06-a0ba6c086d44	64
104:2167|c79c0deb-df92-4c6d-a7f4-8cb48a58dba1	64
105:634|2be3cac5-24de-427c-bf93-d452b4ee6688	65
134:642|27dbb7bc-83d5-4740-a54e-18bcd28fd0b9	65
130:647|28f3a91a-53de-425d-a3a0-e9a0aed58ca3	65
122:615|55c679c4-cfbc-4314-ae21-8db5eef71505	65
123:563|05bea7fe-1a73-4c26-bc1f-185141dea1af	65
133:574|a23455fd-abde-4ec1-a6d6-0480071594b2	65
118:518|cb8a7e1c-bdf5-458b-ab3d-df0ef9c01e3f	65
121:546|126467ff-5aff-4838-9631-036bad860f2e	68
140:527|feabdeff-9b6d-41b9-9e7f-bbb0d7913f44	68
137:553|a78cda43-af1e-43eb-9425-ff7ba3c955e1	68
116:2823|e49cdb9c-0504-406e-8ac6-c5f472b8e0a9	2462
115:1962|158d5fdc-6292-484f-924d-a030a481e292	2462
107:2758|f711450e-4b25-4321-8182-6325790d49dd	2462
106:1865|b6b5ec8c-5f9b-4308-95b5-96d992bc02cc	2462
126:525|91d2f3f6-a755-4b09-81d5-73236440af63	70
123:537|c908fecc-41fc-4bb7-87ae-18f1a7676574	70
109:508|46678274-0f00-41ce-b193-ec42e8b1f1eb	70
115:541|29704bed-0cb8-4914-9c22-0a48af808bb5	72
157:2256|cee41b24-17c0-4aa6-9b1f-02901349efff	1969
107:2207|317c7d05-a235-4659-a5fa-6bb632341858	1969
129:990|34b71fbd-646b-4e61-af08-c5f9ed817d73	1969
126:986|ccdac979-b840-4be7-92a0-f52a8d36ff5e	1969
107:970|d2ae31ac-d952-4f95-9f60-f4686f4338ec	1969
80:944|772aeb6d-ec3b-419a-81ce-b807a1bda2e3	1969
97:2633|cf92aaed-beb5-4ac4-b911-e4a222da1e80	77
105:2479|18754f7f-2a14-42f6-a88f-92a06d01f910	77
115:2489|43d9e272-9220-4eb2-b21a-cc84c3f1e476	77
102:2520|47681b81-2bc2-48a1-8767-43b65e788398	77
153:2590|fece8043-e25a-4a81-9597-1082e5c71723	77
