readId	equalMatches
107:655|756af569-9a62-462b-bdc5-6133136bceb3	1
129:642|37d350a7-e378-428e-80de-35c243dac2c4	1
135:660|baa29cdb-89dc-4d9e-aed3-4bfdea355906	1
150:652|54fe06e5-a599-4f60-bedd-3722582094a0	1
126:627|586bb6df-1876-4be0-9b84-29faefbda7cf	1
134:665|175a5df1-6b7d-4ab7-99a7-1a5896ee91a0	1
168:673|46224667-8e0e-415b-b84e-01ee3fb03a31	1
161:771|360e9e62-2690-4953-8e62-96de520cb32d	2
128:694|4d3f3e38-2e36-4954-859e-60c97489d4ab	2
141:673|ecfbb4ac-dc47-48d4-b337-76e9d13b9cb0	1
134:708|af765e8f-3289-4942-8cdd-048552b4ed81	1
104:634|ddc12e86-ca47-4080-9790-f1996d7b0fed	1
133:652|f860330a-2fc1-4b50-b86f-59b8f7a13d5d	1
155:696|6fd84ffd-669a-4c62-be33-f5cc5784e43d	1
136:412|279739d6-91c3-4833-a0e2-e1c3828560e0	1
132:395|5a34d1e1-760d-4012-9f50-dd04a1ec7be3	1
132:432|2612e26d-5ec8-407f-b112-75394c36ad8a	1
115:401|973f6503-5b19-4e3d-a8a3-3aa316b306fb	1
130:283|1c71fed2-ff6b-4ff7-8b4f-e3f1a901037b	3
133:784|b685eb5e-a6ad-4080-a349-23d1ef49fa63	5
129:768|ad884c40-d55c-4637-bb6c-c7af63c4cc2a	5
132:753|d1631f75-b8b1-442b-b25b-bd0b1c4e1dd5	5
123:774|65f3a2a9-4b44-4011-b506-537f0f217ea3	5
129:744|8b10dea8-de7d-46a8-bcde-f11111413ea0	5
138:800|ad7511c3-af6b-41f6-9e33-c2aa8810d8dc	5
130:791|e0608fac-01ef-45d4-8531-df78e7ed6f25	5
133:705|bdb09fbb-0e22-4781-a387-922a12a85438	5
132:760|0ce3ec99-1762-474c-b97a-a0fb038f28ef	5
135:784|ad18a342-4ce2-436f-9cc1-5767d5e50298	5
137:757|73445c2f-575b-4ede-ab1f-ab6b3ec34b8d	5
140:770|ff26e4c7-ff8a-43c7-84b4-c2fde2ea52ec	5
129:754|c8282430-3e43-41a2-9e8b-9684ea02a156	5
135:735|85c0c92b-12cf-4571-9653-e32700c5a527	5
127:739|acd826b4-8fca-4dae-a83e-f87cc0e84ecd	5
128:767|46a0270d-3ff7-42d6-8ea7-429e527f5bc5	5
130:763|cb6e078b-3dad-4e8d-ade9-4d7a465997db	5
135:735|3f4cf0bf-b694-4657-8e46-8363707f66ea	5
136:732|9350c73c-21bb-4409-8bb7-7253756f71f4	5
121:727|03c5e5e1-3f19-45e7-a124-042935b206b2	5
130:710|82cc62b0-31d7-4859-81c4-4b655c391ddb	5
140:779|c8c23395-31aa-4572-8f6e-1318dc7114ef	5
134:769|6f6f0697-2ae7-4dc1-8a50-e08ac82067ef	5
97:716|74d0edb4-e476-4d27-a79e-523d017c4672	5
139:773|731313f8-f44b-4420-bbf4-8df5798e202c	5
129:759|a1fac019-cbbb-49b6-b196-beae68f55fd4	5
145:773|6f807574-265b-4823-a0d0-3f7cfbe373a0	5
128:773|5a0d6fbc-2309-49e1-b828-06e147625f0a	5
153:844|e02b1998-bc38-47e3-93a2-1535bde41c6d	5
135:715|245d72b8-8b14-4c58-9678-e69b62eab3e7	5
132:896|5ce56699-128f-4a58-b2a4-5f379f7e4ba4	5
125:803|8fdac898-6269-45b1-adf6-c41d9d9312c3	5
102:733|1437e1c5-4dab-4121-8a87-15782352ad58	5
110:769|df2f1160-17c5-4354-8d7b-ed407449bf1c	5
130:770|54b9dfd2-6256-4187-bd85-faffe2429b4a	5
142:816|9770e627-f6bd-42b4-9a3a-73341ed2449b	5
140:791|9901e826-44c1-40d8-90d6-b042978313b5	5
131:744|5661a2be-2470-4e60-88f1-979d5a67cfe8	5
111:713|9e8569e5-a983-4dc7-8d8a-badb13bca9fe	5
136:846|e6d01226-d404-4eb5-bee0-6004e2f1e0ff	5
139:811|eb35fa16-f8f9-4108-85cb-91563b4b0502	5
130:784|2aa727f1-28b4-4817-9cc4-55c5bf10af6c	5
133:723|2ff1023b-9582-4479-acf2-57164ec6c8b2	5
111:826|90a18d7e-0c46-4d64-8705-849993fab50d	5
128:795|3a4c849c-16cb-4466-b905-047fe0d29535	5
129:747|fcd0970b-95be-4509-9efb-db89b7195fef	5
117:862|8045f313-c79f-48b7-8c38-6dabb2b43611	5
112:771|976e6744-d1bd-4ba9-8460-ee1db4fe073a	5
135:707|a5286f85-d2ed-4fbc-be63-641eeb2db704	5
132:739|7571e630-35ab-4313-84c6-4384efe61a24	5
131:721|e4f2f313-8c26-4cb3-83cc-bc98409b4ef7	5
128:734|0ce9edfa-5a20-4110-b17e-2fd66cf17e14	5
125:790|453ca31b-dad2-424a-9a35-3e1210e22dde	5
131:766|b24a71a4-4b97-45ce-837b-059317a7fab6	5
126:722|fdf38ed4-ab66-4713-9bc5-608fa1badecf	5
149:788|704e3106-d9eb-4488-97f6-238f85b89741	5
141:737|e4061256-ec2a-47a1-9933-4180627fa2ae	5
109:982|afef9dae-c85c-4fa7-acbb-7926f289e96d	5
131:776|d0da94cc-640b-409b-89f3-5e8a78b554c6	5
135:760|afa1b0e0-1bde-4156-8aad-806c05d974dd	5
133:763|d4728498-bf5e-4d19-843c-671478f80a29	5
124:725|091a89a3-b96c-4840-9de7-26fb8d0d9759	5
131:740|7d9ff962-3746-4aca-9c3a-1c83adfc4ee6	5
113:736|e75f3f29-e858-4165-83f9-f742dbbf2c47	5
111:785|08d96067-d39a-4bf3-a1cd-2a7893baf432	5
135:690|cd9ac075-58ff-4c05-97cb-eef0fd27cbd4	5
109:690|849fcd5c-84e3-41d8-b3c3-0f285f215eb8	5
112:717|d3e22fe3-0ff3-4a18-ae5b-7d3aa2a3f351	5
131:931|79651303-6a07-4ae9-8eca-71bc968ee6f8	5
130:757|b1f03904-8f48-4472-90a7-4e53b5e39c1e	5
134:779|ac35e44d-5ec2-4a96-9969-f42ec8530409	5
143:792|90bfc95d-2b81-4b2c-8fa2-62f863d9e235	5
126:763|1786e635-64f0-488f-8ee4-34ecad9989e5	5
122:771|48ef5cf0-112c-4d81-9fe5-6ac29985d27e	5
131:747|ff0a986e-2bd5-49d0-a7bb-b599149a7b85	5
128:764|079da1f6-021c-40fc-a1fd-ce9a7e10aa24	5
137:785|fd878b34-1d0a-4d05-83fa-8ffca731ff36	5
111:688|16c4af4f-675a-461a-93ce-002a05c57f3c	5
127:782|8c605bb1-1e1e-44da-b90b-5e5d1efa7692	5
133:743|7efb1ec8-5056-4da9-82af-b0fc3d5cba3f	5
136:785|4de0e4c0-7314-4edc-8e5d-bb55126752b9	5
128:735|4f3a5ef0-6727-4a63-96c6-22c18415854e	5
115:716|8aca4fda-64eb-41ac-8848-76cf7990b519	5
128:752|1dd2498c-5798-4428-81d8-c2640fd04fe4	5
118:736|2fa2a630-df7f-49c0-9f7e-e84c4324284a	5
134:747|f3b55c6e-6f8d-4ffa-9430-aa5d90053c14	5
134:716|53461321-ff33-4bb7-a0cd-c4d19cfe9393	5
133:818|a9021eab-6384-4c3d-84b5-4e70d97e6ce6	5
124:669|e40270c2-6112-4d29-b2ad-ff9a0a665857	5
133:746|1845ae82-ec1e-4c61-a077-3216a898f3cc	5
131:809|61720c67-cc59-4682-b863-f38bf0965048	5
131:715|0bb0480c-204d-480d-af56-1c3e164d0ef6	5
131:739|b0af9352-b527-4a35-9da5-162c47b3f3e6	5
131:758|4d82901b-95aa-4a91-8a0f-6f83206af57e	5
138:741|7ec7bd19-89fc-4867-89bf-10a430c99371	5
135:715|41ae60dc-fd68-432b-a05c-990d249271c7	5
137:762|69bcacd9-b16c-4dfa-9139-c46d9b9e4624	5
130:663|b84a434c-909e-4db0-a8aa-a1979dd6686b	5
129:726|0e82fd00-c379-48e4-955e-b1e574a9aa91	5
105:684|f5d67461-2c24-45cc-9b85-4fbe6876d48c	5
134:751|63ea1661-da72-4cc9-ab7b-9cc62788c1df	5
135:677|4a568dd6-5047-4d71-8e8c-aa1107e8e17c	5
140:773|a25b1960-8172-4228-ab7c-930c326ea42d	5
124:709|024bf793-12b8-4341-a9df-77a256537461	5
131:806|495cafd8-1313-4c64-8c04-be77e8029dd9	5
133:541|d8b33318-3dfb-450e-8f07-a4b7f84303b5	6
109:471|777ed42d-e8a7-4147-aa15-0a879a5d17ff	6
135:482|1eeef6d1-bc91-4efc-8493-9a3727fd35f3	6
129:524|93cd41f5-1f0f-4bf9-a728-4613d7b82e46	6
144:482|9612ce70-1d0f-4305-bc12-a35322ee4627	6
129:524|46fb508c-da6e-43b8-a551-445f6fa07c5e	6
132:514|913db921-13aa-40b9-b9b6-63a6a1d1c604	6
125:501|f68bfca9-10e1-46a8-9aef-3e18a63c4ba0	6
129:473|d63c5a49-f52b-49c8-b253-2c488bce53dd	6
126:502|5d88f40f-9d7b-4f41-980b-7626e89673b4	6
123:494|f496325d-a0bd-49d7-a37b-ffcfc142721a	6
133:523|df6ea768-bf22-4bbe-9ce1-09c80d99b767	6
137:568|6ac64b7e-f18e-4678-8f70-aac3d9a5f1a2	6
133:513|8f1103e8-b92b-40e1-b4a8-208975425a71	6
129:510|e3467531-1dd0-4441-b39c-464010ace1bc	6
132:529|ce4362d2-6325-4454-a06f-6e45e2b103c4	6
104:490|4289cfba-fea7-4019-ad64-4c999d687ec7	6
126:458|5544c14c-e54c-4f91-b06b-331341e451df	6
123:465|dff262ce-8a9e-49f6-9b18-b7813b469c17	6
103:465|90bdbb89-a98c-40a1-bdd9-57b4e2c04c14	6
141:572|46be5d9b-2ed5-420d-904d-3f391ad69251	6
129:520|aa99fcdd-995c-41a6-aeb3-3a44a33e4eb1	6
134:462|d1b884a1-2123-4611-b222-3ea6d19e6dc5	6
127:479|7a08c324-a0ce-479f-b48b-f059ff552623	6
133:519|7a95e639-4a8e-43de-ba85-5e773d7cd684	6
138:477|615f5800-79d4-4661-bbb9-9976267c38c6	6
136:520|9384f096-9db7-4e5c-afb9-da4f4d738aa8	6
127:465|e402eca7-c9b0-4cd8-9780-abc4d8283d67	6
104:483|daf4f41b-17ef-49d2-b73a-2da1397cb7ed	6
139:460|93d7fe54-a6af-4ef9-83f5-2174bed2d42e	6
132:477|538a392c-feda-42f0-a902-b99833a78af0	6
127:592|c06bb419-aceb-463c-b720-e7deb1cfb634	6
131:482|a20863e5-6668-4bc1-a014-ab16f02461dd	6
138:502|51b5dae0-fe8a-4387-8ee3-1441e3555807	6
134:501|fe865a57-379f-41b2-90bf-ae37694bab1a	6
127:558|f6a7d321-782a-4a60-b0cc-bfb2088a0a59	6
130:613|50fa9f31-bfe7-4614-a681-965a6dcab45f	6
130:512|5490bc3c-eacb-4838-b6a2-951c0cd81471	6
130:510|57660884-16f3-4efd-ad0a-44e148563087	6
134:474|a12fae57-e766-41e7-8f9f-16e23eec3469	6
139:443|906268e6-9f1d-43cb-b7cf-841fdc26908f	6
