readId	equalMatches
136:1227|398fcff2-dcce-46f5-b23e-6b8242a4d306	2
121:1331|9cc97cc9-9057-41b0-afa1-9d04fc8b067e	2
127:1379|f24489ab-10a0-4eee-9121-de73d6ac574d	2
130:1034|0675a821-c209-47b5-b3bb-2afe68e95234	2
87:930|b00c8682-ec28-4070-b032-b3cd043107f0	2
124:681|6464270a-a861-4632-86be-c14a80f2c6e5	1
126:733|1bc79bd4-f014-460a-ad00-48aaf2d07080	1
132:793|17751d1d-df7a-4473-a0b4-ce10e2cadcbd	2
132:1474|97ade1cf-c7bc-4508-aba1-a0e5776f802b	1
132:1397|265c8f45-6050-4da1-acb1-f05194320bbe	1
108:633|7704195e-fe4e-499c-a72e-32ff5559d28a	1
125:963|5e98d71f-55ce-42e2-bd72-d404496047fc	1
132:680|5c19301d-e2d1-4cb5-bb53-ae5f5fa0507b	1
119:660|fbd93bc5-00f4-4552-ad20-23cce707b802	1
126:825|0662854d-eaed-433e-b507-d5a235422a7d	2
137:788|f238bd1f-9b04-4f4a-9e03-a51ab136951e	2
139:949|f4f81bf1-818d-4327-961a-acf77c1e7326	2
137:730|6e07ab33-0839-4780-8229-092c9a65df7b	2
115:923|dfa4850b-145a-41fa-9b65-3edfdef6ef51	2
130:849|6f656e9f-9ce7-43b2-84ce-4e64b34e2c66	2
155:753|bfe1826f-732a-4d3c-9c87-9d86082d0cb6	2
131:734|a9820043-cedb-457a-8ec3-ce3b3f7266f3	2
140:1197|635bbfa9-fa41-47ae-93bf-20cc3acd0e76	2
141:800|5bc066ed-65ac-4da1-9646-a5befe13fda7	1
127:627|d74d6243-378e-482f-9838-9c25dfb4558d	1
124:1004|f608701d-3cc2-418b-a0e3-c257bd43a222	1
133:694|1881c987-e28a-4129-9127-5316ed1d391c	2
129:858|5b64af3d-bd66-45af-9de9-103fdb835368	2
125:822|d1d11766-3318-40d5-bd7f-7e4097e1b718	2
131:774|a2dc1004-9df6-45cf-82bd-fe491bd901ee	2
136:650|b90013ec-6f08-4a84-b8bb-b970419d5644	1
113:724|d29c5c10-1e59-44c8-840f-82e0e7bcf0fa	2
131:812|942dc9c5-e460-45ad-b594-e6e5cc598bc9	2
137:786|4c0f07a9-a3b2-4345-bb67-e2ca92f6b9fd	2
130:638|c8e26a49-2efc-4253-bfb0-7a889bada386	1
141:775|792dea74-c719-4c53-82c9-1a3019bee821	2
129:816|d6b172cb-fdf3-4bf7-bf54-cfd6e42e06ce	2
128:620|c2196fa6-4b28-4853-91b8-709ddf6c1667	1
132:792|d41e9f1d-a0cd-44d5-8189-c61d045c0138	2
134:881|bd9cb396-7a4b-4896-b893-b55343decd27	2
138:793|538cd554-542a-4cb6-8cf4-297d252377c6	2
107:1205|d421a008-d3c0-464a-803c-9e41b759ece2	1
129:624|2f5b4be5-bfbb-4623-beb3-b622f1bd627f	1
137:657|1e49b3e4-510c-4b42-ad0b-ecf935f91878	2
127:825|16638f0f-8d64-4ce9-ab60-dbd3d660dcab	2
108:593|ede1ed16-c880-48f8-b66c-c04062dccab2	1
128:752|e3629f9c-b9a3-4e8b-a7af-edde2ae3ecc7	1
106:613|c3882d77-afa1-4422-a34b-f4b8db71f7af	1
135:649|296656b9-0271-4b2f-9e32-0600d7f695c1	1
132:639|7030ad7b-0ead-45ea-8333-d14a6aeab6df	1
132:779|d8023206-b9bb-4609-876e-953d215041f0	2
139:613|6070a2e0-21b2-48b7-8cb8-0e0a4d3c78ab	1
124:784|92286eec-5d62-4df5-a0c7-da8512fbe0bd	2
137:754|0e6bd63c-26bd-4262-8445-6afd7a9a8f28	1
136:650|f4bb4161-d388-4019-8cbf-fdeef98b79e5	1
139:834|edadc565-87de-4046-baea-ec8bdee7da07	2
122:600|492e59ad-daaa-4651-bcca-7e45fc6979c8	1
131:788|e982e1c7-c16a-45c3-94b4-ddb687df89ca	2
126:1555|23bf4e4b-36fa-4c7f-b7e5-45d77c80c07e	1
133:694|af76af2c-b6bc-43a5-94d2-239047d137f8	1
133:766|c37cced7-ca2e-429c-8fd4-800a76bade84	2
142:723|a86cb96a-6fef-4d5f-9f9b-c054a6b35ea8	2
135:783|08b45ee5-0ae5-4a61-aae1-1f6d40a4acfb	2
133:816|1eda6a92-c760-47ba-af0a-11e8686b4464	2
116:916|7d490ede-e7e4-46c5-9445-b721a340622e	2
137:850|cec8bcb6-96a4-478f-b04f-74cc85561450	2
164:718|06ba6683-9521-4a9e-813c-89832e8b0424	2
136:754|a8f4d910-c2b1-4d2c-b7a1-0842b4b40fde	2
