readId	equalMatches
132:740|4327da87-3a2b-4744-99a6-8f3c8eac8a9e	2
126:767|23fa623c-811f-4125-b912-87a968fa79f6	2
138:1507|10c08bee-93f8-4141-83ad-18f7ac87871d	1
129:632|7e025200-afc3-486c-b76e-2638fba8a3d2	1
137:677|23a1d4ac-0852-4355-9d7c-8f4248710ab7	1
136:706|4456af77-bb59-43fc-8df0-b7e2f67b1c93	2
138:643|639ec1f1-5a56-4de4-9975-f4274495905d	1
138:657|adb1e46e-34b8-4427-b359-63239e1ffcbc	1
133:843|d695fc71-1427-49ba-9c92-8ef8cd39bf1d	2
136:637|a7c2bdd9-331d-4c10-b949-a6bc2603cede	1
131:764|07c009d3-fd68-4e64-8210-f0dc17ae3399	2
130:881|3a0638b6-ec65-46a4-bfcd-27ce79a3d660	2
133:676|c8e0b3c2-7d63-4c39-816d-da84b1036458	2
129:616|e2840665-fa4a-4435-aa20-0650a5df4a68	1
131:758|aeafacdd-1117-4d53-858d-e1aeaf17a022	5
125:738|ff4c24dd-4e78-493e-9ce3-2f96481f5305	5
111:715|e1e6b1ac-6071-45e1-8133-d89a54b06256	5
93:676|49d2689a-5446-4fb2-8ccd-0e600c8bca59	5
130:739|68ddf509-84e4-4864-af25-6166a543acfe	5
119:729|2bd20537-a6e8-4ddf-a3be-18e1e422126e	5
135:719|ba6686d2-cbc9-41fb-92fa-9bac02b2592c	5
137:755|7510b1c3-ea14-4480-ae8c-37c084eaeb92	5
135:788|3435d3c8-0fff-41ad-9ef7-40bb61f990f4	5
128:744|16006cf9-def1-49dd-815d-8b23098a078b	5
128:745|fb4d5f3a-9bb1-414f-91e4-1548238c0d75	5
129:714|76a623d2-ba61-4b16-be71-cab70f0420da	5
106:305|59132ac6-2deb-4259-9945-8f985b4eb12a	1946
137:366|f073e974-0ca8-4398-8ede-a10d084ee795	1946
139:481|fbba1101-3f8e-4cd8-b28d-1c6283534212	6
140:483|8fb389db-2990-451d-8e8e-f2de2909c837	6
128:504|dca0c234-5e8e-4a01-b6d7-1acf4e9fcde2	6
136:522|372d4619-3215-4062-a755-f707e6500a66	6
119:487|a8feb9fc-35f3-488f-9167-d26af62d6190	6
136:522|3c6041b3-c6a0-480d-a9a4-ce7bb401bb3c	6
140:552|958dee54-3dd7-4b08-a0d0-8e785bcc9d78	6
116:526|ab691568-40ff-44eb-9bd3-66851250ae8b	6
139:539|4da6cb40-5b68-467e-877c-182058afe460	6
128:482|15364b2c-754f-486b-a39b-4b0fc7a903f5	6
109:450|2eade00c-aeee-4f68-91fb-0fad3eff15a6	6
129:512|eb4a6bcc-ad09-42b8-9590-e318313b21a6	6
133:544|77e8db79-e77d-414a-805a-c23c985317aa	6
133:539|b811a55d-7efe-4506-a24b-bde2d865fe55	6
136:459|dd5af36e-a445-406d-9a4a-2014935e127f	6
133:483|eb96c8f8-c251-4115-b2f1-292e46ccb7c8	6
110:484|0031dca7-a283-4942-8810-93dd353cc1b7	6
133:473|777bcf4d-a943-42ad-ab95-5bf9bafe7cf8	6
136:474|e57575df-1578-4881-a35b-103af877d49b	6
130:493|b7a3467e-e1e1-4974-bd4e-e66e1e77221a	6
127:450|276bb3d0-4665-4252-8ff7-7e4003f9de20	6
132:536|3b3f8d73-9a93-4836-a87a-d34f03f0bbd1	6
132:451|0f92f18c-a92e-4b10-8557-33eeb1df0284	6
129:458|b0efe707-a9c1-49df-9d59-51c14d7e48d5	6
134:494|11086b23-a4f7-4c7c-bbe6-d3eee2f56f46	6
138:476|92dfbe39-5d2c-44ba-822d-a482238c7068	6
145:470|6f916002-e787-4f56-91d3-414bca9e17e2	6
108:3251|6ebf2514-6c37-4b46-89a0-dd2eb42eccb6	1947
109:2826|3b993808-308c-472e-a8a9-e2366b32387c	1947
116:2511|b496a04d-7088-4958-8649-ff595b23ee3e	1947
132:391|8681d58f-7540-4ffd-8b6a-9ed70d9a4440	15
124:538|cc0fc272-886d-41f1-9d73-0ba7343d835c	16
121:1949|9ac1cdbb-76e7-43cd-8dde-41012a4fe2db	1952
118:2405|3ee082cf-c758-453e-a976-e790968ef409	1953
137:2387|feb1a7fd-a5d7-404e-abd5-c0353473b52f	1953
109:2000|e52c6e11-8d4c-4dce-b096-6320ea5257f7	1953
149:2051|e11517a0-6aa0-48bb-b002-6fe6f1709f3a	21
118:1591|921f8479-25e8-4f7d-aa51-326813dbe167	21
87:1583|22c056bd-5658-4dc4-a263-1ddb2225503e	21
123:1609|1220ce18-e775-401c-b163-d4cc0cb07ea2	1953
129:1597|c2cd8238-3c8b-4487-8238-d8034244a5d5	1953
119:1589|5448ed3d-ab64-4c64-9387-8c1a067b4fbf	1953
141:986|37b5452e-0d0f-4161-96a1-3ee0246da827	21
114:2552|87fdd3dc-f421-4080-90cc-4c561712e044	21
112:2537|06a8b9e6-9837-41ed-97ce-b3c168121fe5	21
134:1362|f786c94c-4b89-4b23-a5d9-ba09ed9c2dcb	1953
111:1318|24fca97c-738a-408f-9339-e4f3917db8e8	1953
130:1348|b2fc7006-221f-4019-af88-6d37ae8ba40d	1953
102:948|b54211bd-0d6a-418f-8d7b-ef60064b3e2f	21
140:1097|0a3b8b9b-944b-406a-8993-09568d15667a	21
111:1074|cd1b2f45-f9f1-425a-a68a-513fd646f789	21
93:1068|86776f08-33c2-48f1-8d2e-9a28ac11d7b4	21
108:1054|de2ac731-b76c-4b64-a576-c171d890031f	21
132:1077|c12951f2-b33c-4773-8da2-590277da8cb4	21
131:1097|d2828def-656e-4557-90db-4100e1b14831	21
146:3315|01ce9f86-2a09-49eb-ad94-b61c9bf85883	21
115:3367|6c995c81-87dc-48c8-870d-596bd794609d	21
110:3345|a4c317e9-fb2d-497b-90ba-cb3a19eb0b14	21
107:985|a4514700-4bc6-4fc5-85dd-d62afb660dfe	21
112:2478|c5f1efe0-b20b-46d1-a563-0bd77a1d0f9c	21
111:2480|e0a9fe04-4ccd-4b6d-adca-f251d45bd964	21
128:3517|3582e97c-f2bf-4cf7-ad7a-63b98dbd5901	21
130:1019|ed102ada-6806-47b6-a2cd-3c20de197d89	1953
125:956|58c989e7-cc59-4016-8ab7-3f0f8b22d617	21
108:930|f535c4e1-9f03-413c-ad37-883a1224022b	1953
104:939|a2a53039-f09d-4001-8256-9f9927eb2d3a	1953
146:798|accda5a9-744e-4667-a60f-effad6075876	21
128:785|97dac013-8809-4612-bd9c-11dd25712666	21
110:905|2f3b2d42-534b-4a36-a6f8-0ece7c23f203	1953
109:874|e91e3b47-67a5-4001-bd9b-0133d9650ca2	1953
130:870|3b5fdd4b-5c88-451f-a16d-4a6f61c7de4f	1953
87:783|6f2fd1b8-6a68-4ee4-beb5-a53b48ea91bd	1953
106:784|266b00fe-3363-4e5b-b61f-746fa678b5b3	1953
116:723|190eff1f-bee2-4dfd-9df8-46f1b3360261	21
85:673|0ea55574-4998-4d41-99c4-0b6d54b3a3b4	1953
111:690|34b965c1-90a7-4dff-ac62-216bcf89fe11	1953
128:714|0a2c15f3-8b46-4bae-8302-f6ff356ebce4	1953
