readId	equalMatches
130:1018|2cd27bdf-e35a-48d6-9d46-b89c7cebcf46	1
139:653|bfc06fc4-96cb-43ad-8fad-6dd5e2489b87	1
141:661|6f3168c0-d47c-45f9-9885-98132e943e86	1
124:640|1906bbff-03ff-4496-8692-fbba7875bf81	1
139:795|b453c8ba-4bf5-4c4f-ba10-83aed6c2fcdc	2
133:716|8d254462-697b-4fbf-a123-346492941cc1	1945
145:760|7be84670-f7f5-4b22-8846-7c9a76820abb	1945
131:728|c3a8b8f0-c8f5-42d5-a019-de2883c1f711	1945
136:703|26e61c0d-4347-4702-8285-5157817d437d	1945
163:753|a29cead2-35af-486c-9924-ec3bdf1768e9	1945
138:689|046d2d9b-a503-4ca3-8775-1af885aee209	1945
127:457|44296a72-8794-4d67-adbc-46c2c22d1287	4
136:829|8cc96bbe-5119-4b92-9681-13705d777e7c	5
131:448|e7b62992-3dcf-42da-b159-899081c622a3	4
127:758|b85e1b4a-b238-4f58-8747-fde7432d16dd	5
137:699|764a77cc-d2e0-4cb3-93b1-94f00cdb51ce	5
130:399|fe9022fd-b40e-495b-a864-01559d22d4e4	4
139:520|10d0758e-c50a-4265-b948-97dd312ec6a4	4
133:773|a02ab32d-f983-4958-95d3-bd9691228f28	5
137:908|f27efdce-d005-4fb2-aacf-a502db2d3f9e	5
131:836|c3626962-f0bb-4370-8308-7d2e1728d10e	5
136:737|1553b1c2-ab2a-45f2-9a34-23e1312906e5	5
130:280|bb72f74e-a1f5-4ebd-ac7d-6607be155a72	4
126:752|88dd66aa-0878-4bb2-8d9b-612a4848f89e	5
134:788|1b50f89c-b18d-4eb9-b88d-95a527a9fd36	5
138:789|8a375486-8684-47e7-b40a-4d8b5d6c43d5	5
130:685|f8f99697-7b7d-4b91-b854-a58b1aeb4aa4	5
131:440|32e2a049-a912-4ba7-a186-53e75df59378	4
170:290|8b7008a2-8168-4e44-9979-0d38d31fff9d	4
145:757|d4f9f5db-4593-4378-841f-d81d75402957	5
136:395|65ecca54-4429-4310-956b-0f79c4720b82	4
142:436|4d5d07d4-376c-426e-83d5-8523f4f5f08e	4
135:700|da59a563-d25f-4deb-8e27-b0036a893441	5
132:775|c6ca9d9e-2736-4e74-a979-4e13af27d3ca	5
134:348|663ed484-bbd3-4c9c-ab0b-92b0e6afa0ac	4
131:800|217004b1-6996-4ab7-bbcc-fc92aa037ed4	5
128:752|4ec49132-5f75-4afe-8621-840be3025735	5
133:447|d5aad158-093c-41cb-a746-8dd3d264d9aa	4
132:306|03b706df-fe38-4693-8616-25cf04c90c30	4
132:771|b184c66b-57a7-4392-a44c-60ef2e3371fc	5
137:908|4a150167-4840-475c-8dbd-d7a52b9aedb6	5
132:490|2cde4dfb-fba7-46e1-aa17-c19f22250e16	4
140:483|48a85164-f597-4a02-ac3c-fa8f9dd7f162	4
108:669|713d5799-93ec-4d1f-8abf-12f0b9d909c2	5
145:780|bf43c026-2d05-4c28-952c-6e7b3a628a46	5
136:677|c9fdf016-a182-4db5-9e77-83046177c78b	5
130:734|ee7dd159-5e28-446f-9449-14ee1a251741	5
125:348|9afab769-7b52-47bc-a784-8a84abc4d796	4
106:672|d09452ba-010a-43e6-98c8-0ca148317bc7	5
133:744|3ea1d9c6-a515-40d7-a1c5-1318cfe1834c	5
135:457|eb6b9872-b909-4c2d-a590-fa48554f2050	4
129:765|9981e77d-6ef5-422a-88b4-98dfd674af15	5
137:357|a6e85de6-e9e6-4567-ab9b-75de9ebc7532	4
132:435|de008dcf-a1f4-44a8-aabd-5c011dd097e8	4
137:776|cf880468-e596-4514-b33c-389a0721097b	5
146:402|c3c51bed-8ed4-4b4d-a926-3831ab475b43	4
137:482|1ec1fba4-8b41-4b0b-9449-e5f94ca5725f	4
155:369|102a6907-4212-4eb0-a103-e26f8a50f7fb	4
130:758|b8950170-24b2-46ab-8997-03d9fb8aa795	5
132:738|6a187f02-ea2a-4407-ad8a-602ba46b9870	5
131:749|1512a755-b190-462b-9e42-2f807c87d310	5
139:770|de1a490a-df4b-4874-9d65-143246d9a4f0	5
129:702|a7d2df1e-50c5-4e43-85cb-584991825de8	5
138:769|cea0fa42-1fad-4909-aa13-6f26f22b1af9	5
130:756|8523366b-0b69-487e-8708-47dd46b154f4	5
124:748|5f6654c7-a693-4f10-b507-119f75d668ec	5
131:769|9854e42d-77e4-4fb8-aa92-11e1ea05e2d0	5
129:443|44fa56df-e140-43a6-b924-f06527f5e16c	4
127:341|d8e786fa-8524-41e4-93c4-a94bf69cb219	4
111:311|1fe2422c-d100-4727-86fa-f145a5b9790a	4
123:737|3b7e8d3a-f92a-4edf-9716-43722ab18d7e	5
130:687|02bf8692-904d-4941-97ac-0e2bdc6d1b6a	5
133:769|9cbf4a22-46ac-44a5-9f76-907231379266	5
132:762|b69d7840-dbb7-4f71-a67d-df667364410c	5
131:813|80aa8a35-0576-4666-b27f-dcd4deb5f7b5	5
136:331|386a2580-6ef3-4ee1-89cc-9ebba763ef4c	4
134:768|75ed9bbf-195c-4525-99b4-98802f031676	5
129:296|c664e884-f610-4371-8c96-534be8311247	4
107:381|69f1dd19-aafd-494a-930b-d08dc8aff473	4
130:315|38a2af85-750c-44c5-abd2-2e49a6122f3b	4
141:345|8a4fde69-543a-4d89-909c-e0672d2b6c8a	4
132:389|219195fc-5b49-4056-94c2-97690b1dec48	4
129:723|d10527d1-b692-439c-9916-f43c60c32439	5
139:795|71aeaf0b-7307-4800-b615-03f2cbd0bc52	5
130:724|26411810-797d-4923-9eb5-0b302fb41c8e	5
135:719|f1c5b6d3-8093-4eb1-a3be-3fb2164610d5	5
174:740|2d22f056-1cc0-40b5-a92c-b588d51a937c	5
131:723|de3b4210-59a5-4ded-b16d-983466b063db	5
135:720|31d6bece-d826-44a1-8c7f-697dcdfacf37	5
2401:2667|6b5d057d-a17b-4e8f-8924-b98a913555e0	4
130:748|a40282ee-cb9c-4c6b-a6cd-49e5c932a348	5
126:706|809b05e3-c4fa-4c1c-ab5b-5d11043b75af	5
133:402|f76551a7-1689-407f-aba1-ef6f89ab1bdd	4
137:326|d6ad3885-9901-4771-acae-a4e610c4a658	4
143:775|f553ae42-8c72-4cf7-9cc8-ff55dd0a3661	5
136:672|891f5737-75f6-4edb-a474-ef8a16b156b2	5
130:436|400b144a-b30d-44fd-a523-c3e948b0e2ea	4
133:297|000607ee-94ac-46ff-afee-48080d3de9cb	4
127:383|ab515e6f-6897-40ff-ade0-3efb113bf1c0	4
127:739|13fa84a4-c3af-48e7-9575-4ee2f083193e	5
114:299|ae7f0d41-dc73-49de-9b85-c00ac766d11d	4
133:762|94fd02fa-999b-46e8-bfa6-ce69b86ecbff	5
132:746|79e81f02-a0b4-499f-ae2f-38bc7684ad5e	5
118:358|d247b46a-1f63-4a64-bc06-2a15bcb39450	4
112:336|3abad331-d1be-4f0f-b614-433df5ccb030	4
127:346|451c3872-bac6-4a20-b063-acab6b9c5ade	4
140:457|ef9b1d96-02ef-4c5b-a9e8-79b7254cc9e4	4
127:674|d0db6cf2-9073-4af6-b902-1e124f2d5157	5
118:463|7219b966-3a99-4b4b-b38f-dc424ab50278	4
139:286|ab0044eb-abea-4d1f-a39d-4c4eeeb1929a	4
143:388|51d941d8-9fed-43f0-ac88-21ea896f5327	4
121:298|1af0a621-8a9b-48c4-a6bd-32508ae26572	4
131:389|b65238b2-737b-4ee9-9885-4bb9aec3d90f	4
133:729|29a6b571-7cf7-4255-9696-ae98aeaa18bc	5
140:728|476e9730-0de4-4401-b704-81bb374d8535	5
136:426|34e800d5-2b29-45e8-88ec-5204edc3d71c	4
132:375|e3876595-d0c5-4e89-972e-45d51c5de1a6	4
139:377|09de2ffe-f118-4017-ab1d-0c53e3e48aab	4
135:691|93f7fad5-4d3e-4e7c-86c5-d4fda7293f02	5
126:786|3bdcbba6-2902-4907-b9de-c5e3288b4377	5
127:373|7d3c4abd-2c6f-49d8-bd00-5bb2440b3dd8	4
132:766|6510ee12-8595-43ac-b712-049a20f305b0	5
