>Running CIBERSORTxFractions...
>[Options] mixture: files/bag222@g.uky.edu/processed_bulk_data.tsv
>[Options] sigmatrix: files/bag222@g.uky.edu/CIBERSORTx_Job12_medial_temporal_gyrus_allen_single_cell_data_four_types_inferred_phenoclasses.CIBERSORTx_Job12_medial_temporal_gyrus_allen_single_cell_data_four_types_inferred_refsample.bm.K999.txt
>[Options] perm: 500
>[Options] verbose: TRUE
>[Options] QN: FALSE
>[Options] outdir: files/bag222@g.uky.edu/results/
>[Options] label: Job13
>=============CIBERSORTx Settings===============
>Mixture file: files/bag222@g.uky.edu/processed_bulk_data.tsv 
>Signature matrix file: files/bag222@g.uky.edu/CIBERSORTx_Job12_medial_temporal_gyrus_allen_single_cell_data_four_types_inferred_phenoclasses.CIBERSORTx_Job12_medial_temporal_gyrus_allen_single_cell_data_four_types_inferred_refsample.bm.K999.txt 
>Number of permutations set to: 500 
>Enable verbose output
>==================CIBERSORTx===================
P	0.2	%	
P	0.4	%	
P	0.6	%	
P	0.8	%	
P	1	%	
P	1.2	%	
P	1.4	%	
P	1.6	%	
P	1.8	%	
P	2	%	
P	2.2	%	
P	2.4	%	
P	2.6	%	
P	2.8	%	
P	3	%	
P	3.2	%	
P	3.4	%	
P	3.6	%	
P	3.8	%	
P	4	%	
P	4.2	%	
P	4.4	%	
P	4.6	%	
P	4.8	%	
P	5	%	
P	5.2	%	
P	5.4	%	
P	5.6	%	
P	5.8	%	
P	6	%	
P	6.2	%	
P	6.4	%	
P	6.6	%	
P	6.8	%	
P	7	%	
P	7.2	%	
P	7.4	%	
P	7.6	%	
P	7.8	%	
P	8	%	
P	8.2	%	
P	8.4	%	
P	8.6	%	
P	8.8	%	
P	9	%	
P	9.2	%	
P	9.4	%	
P	9.6	%	
P	9.8	%	
P	10	%	
P	10.2	%	
P	10.4	%	
P	10.6	%	
P	10.8	%	
P	11	%	
P	11.2	%	
P	11.4	%	
P	11.6	%	
P	11.8	%	
P	12	%	
P	12.2	%	
P	12.4	%	
P	12.6	%	
P	12.8	%	
P	13	%	
P	13.2	%	
P	13.4	%	
P	13.6	%	
P	13.8	%	
P	14	%	
P	14.2	%	
P	14.4	%	
P	14.6	%	
P	14.8	%	
P	15	%	
P	15.2	%	
P	15.4	%	
P	15.6	%	
P	15.8	%	
P	16	%	
P	16.2	%	
P	16.4	%	
P	16.6	%	
P	16.8	%	
P	17	%	
P	17.2	%	
P	17.4	%	
P	17.6	%	
P	17.8	%	
P	18	%	
P	18.2	%	
P	18.4	%	
P	18.6	%	
P	18.8	%	
P	19	%	
P	19.2	%	
P	19.4	%	
P	19.6	%	
P	19.8	%	
P	20	%	
P	20.2	%	
P	20.4	%	
P	20.6	%	
P	20.8	%	
P	21	%	
P	21.2	%	
P	21.4	%	
P	21.6	%	
P	21.8	%	
P	22	%	
P	22.2	%	
P	22.4	%	
P	22.6	%	
P	22.8	%	
P	23	%	
P	23.2	%	
P	23.4	%	
P	23.6	%	
P	23.8	%	
